ITEM,TITLE,seriesid,DATA_TYPE,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC
SEFG,Fish and seafood,CUSR0000SEFG,UNADJUSTED INDEX,2014,283.814,283.29,281.825,285.621,290.998,291.999,292.032,292.118,294.159,290.83,291.81,289.586
SEFG,Fish and seafood,CUSR0000SEFG,UNADJUSTED INDEX,2015,290.187,287.652,287.739,291.137,288.711,286.469,285.588,287.811,285.988,281.766,282.827,279.822
SEFG,Fish and seafood,CUSR0000SEFG,UNADJUSTED INDEX,2016,282.355,277.929,279.872,286.621,285.239,285.941,286.165,284.914,287.865,284.04,285.802,284.052
SEFG,Fish and seafood,CUSR0000SEFG,UNADJUSTED INDEX,2017,285.501,287.281,284.543,283.879,288.43,289.78,288.966,288.424,287.94,288.016,290.402,288.952
SEFG,Fish and seafood,CUSR0000SEFG,UNADJUSTED INDEX,2018,289.064,285.678,289.436,294.618,292.439,293.934,293.656,297.855,295.797,296.172,298.392,298.167
SEFG01,Fresh fish and seafood,CUSR0000SEFG01,SEASONALLY ADJUSTED INDEX,2014,170.485,173.969,171.238,171.421,175.577,176.431,176.402,177.315,178.108,176.691,176.852,177.801
SEFG01,Fresh fish and seafood,CUSR0000SEFG01,SEASONALLY ADJUSTED INDEX,2015,176.5,176.668,177.112,175.127,174.619,172.438,170.04,173.784,172.731,171.825,171.577,171.461
SEFG01,Fresh fish and seafood,CUSR0000SEFG01,SEASONALLY ADJUSTED INDEX,2016,172.491,170.201,172.351,174.733,174.572,175.295,176.789,175.581,177.971,178.485,177.797,177.504
SEFG01,Fresh fish and seafood,CUSR0000SEFG01,SEASONALLY ADJUSTED INDEX,2017,178.462,178.997,177.72,174.601,177.18,177.962,177.434,177.47,176.079,176.951,178.895,179.289
SEFG01,Fresh fish and seafood,CUSR0000SEFG01,SEASONALLY ADJUSTED INDEX,2018,179.411,180.537,181.788,181.33,181.01,182.444,181.682,185.244,182.651,184.179,185.547,188.038
SEFG01,Fresh fish and seafood,CUSR0000SEFG01,SEASONAL FACTOR,2014,99.913,99.08,99.912,100.831,100.562,100.442,100.225,100.277,100.9,99.732,99.606,98.374
SEFG01,Fresh fish and seafood,CUSR0000SEFG01,SEASONAL FACTOR,2015,99.933,99.22,99.915,100.992,100.428,100.509,100.251,100.275,100.77,99.558,99.568,98.456
SEFG01,Fresh fish and seafood,CUSR0000SEFG01,SEASONAL FACTOR,2016,99.889,99.375,100.014,101.082,100.307,100.58,100.281,100.318,100.54,99.362,99.561,98.576
SEFG01,Fresh fish and seafood,CUSR0000SEFG01,SEASONAL FACTOR,2017,99.893,99.484,100.091,101.159,100.185,100.659,100.321,100.32,100.326,99.247,99.549,98.704
SEFG01,Fresh fish and seafood,CUSR0000SEFG01,SEASONAL FACTOR,2018,99.91,99.543,100.134,101.2,100.101,100.7,100.352,100.291,100.21,99.234,99.579,98.74
SEFG01,Fresh fish and seafood,CUSR0000SEFG01,UNADJUSTED INDEX,2014,170.336,172.369,171.087,172.845,176.563,177.211,176.799,177.806,179.712,176.217,176.156,174.909
SEFG01,Fresh fish and seafood,CUSR0000SEFG01,UNADJUSTED INDEX,2015,176.381,175.29,176.961,176.865,175.366,173.315,170.466,174.261,174.06,171.066,170.835,168.813
SEFG01,Fresh fish and seafood,CUSR0000SEFG01,UNADJUSTED INDEX,2016,172.3,169.137,172.376,176.624,175.108,176.312,177.285,176.138,178.932,177.346,177.016,174.976
SEFG01,Fresh fish and seafood,CUSR0000SEFG01,UNADJUSTED INDEX,2017,178.271,178.073,177.881,176.624,177.507,179.135,178.004,178.038,176.654,175.619,178.088,176.965
SEFG01,Fresh fish and seafood,CUSR0000SEFG01,UNADJUSTED INDEX,2018,179.25,179.712,182.032,183.506,181.193,183.721,182.321,185.783,183.035,182.768,184.765,185.668
SEFG02,Processed fish and seafood,CUSR0000SEFG02,SEASONALLY ADJUSTED INDEX,2014,147.399,146.896,147.24,146.037,148.623,148.947,148.82,148.805,149.594,149.729,149.851,149.127
SEFG02,Processed fish and seafood,CUSR0000SEFG02,SEASONALLY ADJUSTED INDEX,2015,148.932,148.881,148.292,148.26,147.141,146.727,147.887,147.343,145.931,144.661,144.985,144.255
SEFG02,Processed fish and seafood,CUSR0000SEFG02,SEASONALLY ADJUSTED INDEX,2016,144.405,143.936,143.733,143.452,143.395,143.316,142.24,142.232,143.081,140.855,142.168,142.898
SEFG02,Processed fish and seafood,CUSR0000SEFG02,SEASONALLY ADJUSTED INDEX,2017,142.245,145.618,143.522,140.452,144.537,144.849,144.758,144.24,145.288,146.78,146.122,146.324
SEFG02,Processed fish and seafood,CUSR0000SEFG02,SEASONALLY ADJUSTED INDEX,2018,145.593,142.845,145.508,145.944,145.586,145.431,146.112,147.501,147.95,148.922,148.667,148.349
SEFG02,Processed fish and seafood,CUSR0000SEFG02,SEASONAL FACTOR,2014,99.913,98.648,98.144,100.619,100.451,100.553,100.909,100.378,100.151,99.797,100.441,100.102
SEFG02,Processed fish and seafood,CUSR0000SEFG02,SEASONAL FACTOR,2015,99.779,98.671,98.123,100.615,100.551,100.469,100.768,100.437,100.216,99.864,100.553,100.116
SEFG02,Processed fish and seafood,CUSR0000SEFG02,SEASONAL FACTOR,2016,99.601,98.669,98.112,100.613,100.617,100.397,100.666,100.485,100.265,99.951,100.618,100.142
SEFG02,Processed fish and seafood,CUSR0000SEFG02,SEASONAL FACTOR,2017,99.475,98.649,98.118,100.61,100.644,100.362,100.565,100.489,100.321,100.042,100.653,100.167
SEFG02,Processed fish and seafood,CUSR0000SEFG02,SEASONAL FACTOR,2018,99.414,98.616,98.111,100.608,100.667,100.354,100.505,100.489,100.333,100.09,100.655,100.198
SEFG02,Processed fish and seafood,CUSR0000SEFG02,UNADJUSTED INDEX,2014,147.271,144.91,144.507,146.941,149.294,149.771,150.173,149.367,149.82,149.425,150.512,149.279
SEFG02,Processed fish and seafood,CUSR0000SEFG02,UNADJUSTED INDEX,2015,148.602,146.903,145.508,149.172,147.952,147.415,149.023,147.987,146.247,144.464,145.787,144.423
SEFG02,Processed fish and seafood,CUSR0000SEFG02,UNADJUSTED INDEX,2016,143.829,142.021,141.019,144.331,144.28,143.884,143.187,142.922,143.46,140.786,143.047,143.1
SEFG02,Processed fish and seafood,CUSR0000SEFG02,UNADJUSTED INDEX,2017,141.498,143.651,140.821,141.309,145.467,145.374,145.575,144.945,145.754,146.842,147.076,146.568
SEFG02,Processed fish and seafood,CUSR0000SEFG02,UNADJUSTED INDEX,2018,144.741,140.868,142.759,146.832,146.558,145.946,146.85,148.223,148.443,149.057,149.641,148.642
SEFH,Eggs,CUSR0000SEFH,SEASONALLY ADJUSTED INDEX,2014,233.848,236.264,244.084,244.791,246.678,246.412,244.516,243.318,240.184,238.91,243.576,254.182
SEFH,Eggs,CUSR0000SEFH,SEASONALLY ADJUSTED INDEX,2015,253.466,254.866,256.316,250.297,253.596,300.468,304.745,330.474,327.977,311.641,302.675,291.805
SEFH,Eggs,CUSR0000SEFH,SEASONALLY ADJUSTED INDEX,2016,270.4,268.619,257.062,239.987,231.619,219.872,216.556,205.937,205.458,201.32,202.706,193.58
SEFH,Eggs,CUSR0000SEFH,SEASONALLY ADJUSTED INDEX,2017,217.416,204.446,199.902,201.241,197.066,197.976,196.526,199.068,201.794,212.279,209.836,216.93
SEFH,Eggs,CUSR0000SEFH,SEASONALLY ADJUSTED INDEX,2018,222.101,225.155,231.487,246.672,238.852,225.691,230.164,228.908,223.091,218.56,217.798,212.898
SEFH,Eggs,CUSR0000SEFH,SEASONAL FACTOR,2014,101.44,101.087,99.908,100.083,97.057,96.89,97.72,98.993,100.458,100.392,101.199,104.404
SEFH,Eggs,CUSR0000SEFH,SEASONAL FACTOR,2015,101.236,101.631,100.208,100.031,97.328,96.792,97.949,98.642,100.172,100.023,100.734,104.403
SEFH,Eggs,CUSR0000SEFH,SEASONAL FACTOR,2016,101.332,102.22,100.578,100.29,97.712,96.716,97.836,98.259,99.779,99.812,100.257,104.127
SEFH,Eggs,CUSR0000SEFH,SEASONAL FACTOR,2017,101.563,102.641,101.146,100.737,98.17,96.634,97.543,97.905,99.334,99.545,99.946,103.729
SEFH,Eggs,CUSR0000SEFH,SEASONAL FACTOR,2018,101.856,103.025,101.564,101.26,98.471,96.722,97.224,97.637,98.913,99.422,99.737,103.388
SEFH,Eggs,CUSR0000SEFH,UNADJUSTED INDEX,2014,237.216,238.832,243.859,244.994,239.417,238.748,238.942,240.868,241.285,239.846,246.497,265.375
SEFH,Eggs,CUSR0000SEFH,UNADJUSTED INDEX,2015,256.599,259.024,256.85,250.376,246.821,290.829,298.494,325.985,328.54,311.713,304.898,304.654
SEFH,Eggs,CUSR0000SEFH,UNADJUSTED INDEX,2016,274.002,274.583,258.547,240.683,226.32,212.651,211.87,202.352,205.005,200.941,203.227,201.569
SEFH,Eggs,CUSR0000SEFH,UNADJUSTED INDEX,2017,220.813,209.845,202.193,202.723,193.459,191.313,191.698,194.898,200.45,211.314,209.723,225.02
SEFH,Eggs,CUSR0000SEFH,UNADJUSTED INDEX,2018,226.224,231.965,235.107,249.78,235.201,218.292,223.775,223.5,220.666,217.297,217.225,220.112
SEFJ,Dairy and related products,CUSR0000SEFJ,SEASONALLY ADJUSTED INDEX,2014,217.638,220.217,222.743,224.6,226.944,226.764,226.831,227.199,227.194,227.642,227.401,228.748
SEFJ,Dairy and related products,CUSR0000SEFJ,SEASONALLY ADJUSTED INDEX,2015,225.972,224.885,224.188,222.976,222.375,221.924,223.022,221.438,221.99,220.719,219.824,219.869
SEFJ,Dairy and related products,CUSR0000SEFJ,SEASONALLY ADJUSTED INDEX,2016,219.075,219.092,217.899,218.467,217.334,216.983,216.005,216.14,216.457,217.117,216.21,217.065
SEFJ,Dairy and related products,CUSR0000SEFJ,SEASONALLY ADJUSTED INDEX,2017,218.039,219.885,218.328,217.842,218.115,217.283,217.758,217.145,216.412,216.224,216.476,216.15
SEFJ,Dairy and related products,CUSR0000SEFJ,SEASONALLY ADJUSTED INDEX,2018,216.159,215.71,216.235,216.832,216.674,218.142,216.864,217.01,216.556,215.978,215.593,215.962
SEFJ,Dairy and related products,CUSR0000SEFJ,SEASONAL FACTOR,2014,100.792,100.293,100.144,99.809,99.36,99.011,99.254,99.644,100.181,100.522,100.444,100.49
SEFJ,Dairy and related products,CUSR0000SEFJ,SEASONAL FACTOR,2015,100.809,100.289,100.116,99.872,99.399,98.996,99.292,99.674,100.144,100.523,100.359,100.445
SEFJ,Dairy and related products,CUSR0000SEFJ,SEASONAL FACTOR,2016,100.819,100.292,100.107,99.931,99.442,99.001,99.352,99.707,100.109,100.491,100.26,100.398
SEFJ,Dairy and related products,CUSR0000SEFJ,SEASONAL FACTOR,2017,100.81,100.303,100.11,99.993,99.496,99.038,99.392,99.72,100.07,100.438,100.186,100.354
SEFJ,Dairy and related products,CUSR0000SEFJ,SEASONAL FACTOR,2018,100.804,100.325,100.121,100.034,99.532,99.076,99.427,99.735,100.038,100.381,100.141,100.32
SEFJ,Dairy and related products,CUSR0000SEFJ,UNADJUSTED INDEX,2014,219.362,220.861,223.063,224.171,225.491,224.522,225.14,226.39,227.604,228.831,228.412,229.87
SEFJ,Dairy and related products,CUSR0000SEFJ,UNADJUSTED INDEX,2015,227.8,225.535,224.449,222.691,221.039,219.696,221.443,220.716,222.31,221.874,220.613,220.848
SEFJ,Dairy and related products,CUSR0000SEFJ,UNADJUSTED INDEX,2016,220.869,219.732,218.131,218.315,216.122,214.815,214.605,215.506,216.693,218.183,216.773,217.929
SEFJ,Dairy and related products,CUSR0000SEFJ,UNADJUSTED INDEX,2017,219.804,220.552,218.567,217.827,217.015,215.192,216.434,216.537,216.564,217.17,216.878,216.916
SEFJ,Dairy and related products,CUSR0000SEFJ,UNADJUSTED INDEX,2018,217.897,216.412,216.497,216.906,215.659,216.126,215.622,216.435,216.638,216.8,215.896,216.652
SEFJ01,Milk,CUSR0000SEFJ01,SEASONALLY ADJUSTED INDEX,2014,151.795,153.42,156.301,157.868,158.937,158.601,157.843,158.047,157.932,157.005,155.504,155.654
SEFJ01,Milk,CUSR0000SEFJ01,SEASONALLY ADJUSTED INDEX,2015,153.612,149.264,149.296,148.524,148.086,147.331,148.663,146.61,146.32,145.041,143.586,143.382
SEFJ01,Milk,CUSR0000SEFJ01,SEASONALLY ADJUSTED INDEX,2016,142.639,141.846,140.4,140.286,140.148,139.5,138.295,139.416,141.533,142.375,140.374,141.144
SEFJ01,Milk,CUSR0000SEFJ01,SEASONALLY ADJUSTED INDEX,2017,141.675,141.778,141.357,140.486,140.778,140.338,139.989,138.97,137.952,137.708,137.712,137.448
SEFJ01,Milk,CUSR0000SEFJ01,SEASONALLY ADJUSTED INDEX,2018,136.909,137.119,135.843,137.351,137.08,138.406,136.915,137.546,136.85,137.136,137.132,135.837
SEFJ01,Milk,CUSR0000SEFJ01,SEASONAL FACTOR,2014,100.804,100.236,100.136,99.418,99.194,98.593,99.152,99.445,100.256,100.32,100.881,101.631
SEFJ01,Milk,CUSR0000SEFJ01,SEASONAL FACTOR,2015,100.753,100.265,100.084,99.348,99.204,98.617,99.149,99.478,100.243,100.444,100.854,101.636
SEFJ01,Milk,CUSR0000SEFJ01,SEASONAL FACTOR,2016,100.694,100.28,100.033,99.275,99.207,98.681,99.153,99.52,100.189,100.533,100.873,101.6
SEFJ01,Milk,CUSR0000SEFJ01,SEASONAL FACTOR,2017,100.681,100.293,99.96,99.231,99.223,98.768,99.133,99.544,100.12,100.569,100.935,101.548
SEFJ01,Milk,CUSR0000SEFJ01,SEASONAL FACTOR,2018,100.691,100.301,99.913,99.202,99.223,98.853,99.138,99.564,100.024,100.564,101.025,101.483
SEFJ01,Milk,CUSR0000SEFJ01,UNADJUSTED INDEX,2014,153.015,153.782,156.514,156.95,157.656,156.369,156.505,157.17,158.336,157.507,156.874,158.192
SEFJ01,Milk,CUSR0000SEFJ01,UNADJUSTED INDEX,2015,154.769,149.66,149.422,147.556,146.907,145.293,147.398,145.845,146.675,145.685,144.813,145.728
SEFJ01,Milk,CUSR0000SEFJ01,UNADJUSTED INDEX,2016,143.629,142.243,140.446,139.27,139.036,137.661,137.123,138.747,141.801,143.134,141.6,143.403
SEFJ01,Milk,CUSR0000SEFJ01,UNADJUSTED INDEX,2017,142.639,142.193,141.301,139.406,139.684,138.61,138.775,138.336,138.117,138.491,139,139.575
SEFJ01,Milk,CUSR0000SEFJ01,UNADJUSTED INDEX,2018,137.856,137.532,135.724,136.255,136.015,136.819,135.735,136.946,136.883,137.909,138.537,137.852
SEFJ03,Ice cream and related products,CUSR0000SEFJ03,SEASONALLY ADJUSTED INDEX,2014,214.137,213.839,213.616,213.951,214.423,213.669,213.532,214.592,217.145,217.073,217.593,221.073
SEFJ03,Ice cream and related products,CUSR0000SEFJ03,SEASONALLY ADJUSTED INDEX,2015,218.531,220.533,220.161,219.872,216.814,217.374,218.009,219.453,220.128,220.792,219.612,218.987
SEFJ03,Ice cream and related products,CUSR0000SEFJ03,SEASONALLY ADJUSTED INDEX,2016,219.037,217.754,219.212,219.878,219.847,220.922,219.968,220.087,217.897,218.189,219.761,220.81
SEFJ03,Ice cream and related products,CUSR0000SEFJ03,SEASONALLY ADJUSTED INDEX,2017,219.983,222.254,220.434,218.843,221.872,218.546,221.186,220.418,219.127,218.613,218.836,218.737
SEFJ03,Ice cream and related products,CUSR0000SEFJ03,SEASONALLY ADJUSTED INDEX,2018,220.924,216.874,220.033,219.228,219.869,220.782,220.797,221.496,221.853,221.986,221.405,221.611
SEFJ03,Ice cream and related products,CUSR0000SEFJ03,SEASONAL FACTOR,2014,102.345,102.335,101.09,101.316,98.372,98.048,96.709,97.641,99.936,100.473,100.455,101.279
SEFJ03,Ice cream and related products,CUSR0000SEFJ03,SEASONAL FACTOR,2015,102.264,102.253,101.162,101.293,98.47,98.041,96.791,97.873,99.838,100.33,100.358,101.291
SEFJ03,Ice cream and related products,CUSR0000SEFJ03,SEASONAL FACTOR,2016,102.189,102.194,101.239,101.255,98.565,98.03,96.915,98.088,99.752,100.228,100.257,101.241
SEFJ03,Ice cream and related products,CUSR0000SEFJ03,SEASONAL FACTOR,2017,102.158,102.078,101.291,101.215,98.677,98.101,97.055,98.231,99.642,100.115,100.169,101.201
SEFJ03,Ice cream and related products,CUSR0000SEFJ03,SEASONAL FACTOR,2018,102.167,102.02,101.302,101.162,98.758,98.169,97.194,98.295,99.573,100.048,100.116,101.134
SEFJ03,Ice cream and related products,CUSR0000SEFJ03,UNADJUSTED INDEX,2014,219.158,218.833,215.944,216.766,210.933,209.497,206.504,209.531,217.006,218.099,218.583,223.901
SEFJ03,Ice cream and related products,CUSR0000SEFJ03,UNADJUSTED INDEX,2015,223.479,225.501,222.72,222.715,213.496,213.116,211.014,214.786,219.771,221.521,220.398,221.814
SEFJ03,Ice cream and related products,CUSR0000SEFJ03,UNADJUSTED INDEX,2016,223.832,222.532,221.928,222.637,216.692,216.569,213.181,215.878,217.357,218.687,220.325,223.549
SEFJ03,Ice cream and related products,CUSR0000SEFJ03,UNADJUSTED INDEX,2017,224.731,226.873,223.28,221.502,218.938,214.396,214.672,216.519,218.343,218.865,219.206,221.363
SEFJ03,Ice cream and related products,CUSR0000SEFJ03,UNADJUSTED INDEX,2018,225.711,221.256,222.898,221.776,217.138,216.739,214.601,217.72,220.907,222.092,221.662,224.125
SEFK,Fresh fruits,CUSR0000SEFK,SEASONALLY ADJUSTED INDEX,2014,346.946,351.434,361.825,365.783,367.387,363.78,363.396,357.767,361.447,363.52,356.307,356.703
SEFK,Fresh fruits,CUSR0000SEFK,SEASONALLY ADJUSTED INDEX,2015,352.974,352.17,345.206,346.066,347.354,346.936,347.383,351.948,354.703,357.47,359.487,361.008
SEFK,Fresh fruits,CUSR0000SEFK,SEASONALLY ADJUSTED INDEX,2016,362.609,368.466,362.156,357.941,358.344,358.253,357.448,357.81,358.701,359.407,359.384,356.668
SEFK,Fresh fruits,CUSR0000SEFK,SEASONALLY ADJUSTED INDEX,2017,352.917,352.85,360.673,362.022,360.152,361.748,365.138,362.113,364.034,365.475,365.587,364.311
SEFK,Fresh fruits,CUSR0000SEFK,SEASONALLY ADJUSTED INDEX,2018,368.741,366.937,364.438,367.012,364.803,368.144,371.482,366.766,364.968,360.354,357.183,361.891
SEFK,Fresh fruits,CUSR0000SEFK,SEASONAL FACTOR,2014,100.569,100.074,99.205,100.256,101.783,98.597,98.072,99.191,100.074,101.404,100.583,100.34
SEFK,Fresh fruits,CUSR0000SEFK,SEASONAL FACTOR,2015,100.524,100.097,99.183,100.219,101.564,98.57,98.059,99.084,100.261,101.635,100.742,100.208
SEFK,Fresh fruits,CUSR0000SEFK,SEASONAL FACTOR,2016,100.52,100.148,99.069,100.147,101.255,98.6,98.173,99.097,100.475,101.709,100.809,100.089
SEFK,Fresh fruits,CUSR0000SEFK,SEASONAL FACTOR,2017,100.551,100.113,98.962,100.125,101.014,98.683,98.305,99.155,100.64,101.657,100.82,100.037
SEFK,Fresh fruits,CUSR0000SEFK,SEASONAL FACTOR,2018,100.543,100.078,98.9,100.101,100.85,98.78,98.486,99.2,100.721,101.572,100.79,99.972
SEFK,Fresh fruits,CUSR0000SEFK,UNADJUSTED INDEX,2014,348.921,351.694,358.947,366.718,373.938,358.675,356.389,354.873,361.714,368.623,358.384,357.915
SEFK,Fresh fruits,CUSR0000SEFK,UNADJUSTED INDEX,2015,354.825,352.512,342.385,346.823,352.788,341.974,340.642,348.723,355.63,363.315,362.153,361.76
SEFK,Fresh fruits,CUSR0000SEFK,UNADJUSTED INDEX,2016,364.494,369.011,358.784,358.469,362.841,353.238,350.918,354.578,360.406,365.551,362.293,356.987
SEFK,Fresh fruits,CUSR0000SEFK,UNADJUSTED INDEX,2017,354.863,353.25,356.93,362.473,363.803,356.984,358.95,359.055,366.362,371.532,368.586,364.445
SEFK,Fresh fruits,CUSR0000SEFK,UNADJUSTED INDEX,2018,370.741,367.225,360.428,367.381,367.904,363.653,365.858,363.832,367.601,366.018,360.004,361.791
SEFK01,Apples,CUSR0000SEFK01,SEASONALLY ADJUSTED INDEX,2014,332.064,342.762,345.462,349.232,355.225,358.669,358.516,348.555,344.074,339.788,335.631,330.816
SEFK01,Apples,CUSR0000SEFK01,SEASONALLY ADJUSTED INDEX,2015,333.579,331.076,325.089,323.91,322.884,323.662,322.198,316.038,328.897,335.989,341.498,349.323
SEFK01,Apples,CUSR0000SEFK01,SEASONALLY ADJUSTED INDEX,2016,351.586,356.121,359.694,356.709,352.09,355.466,352.888,350.189,344.02,341.498,345.708,351.58
SEFK01,Apples,CUSR0000SEFK01,SEASONALLY ADJUSTED INDEX,2017,338.71,336.1,339.937,340.931,342.789,339.196,345.379,348.812,358.406,353.174,348.49,341.331
SEFK01,Apples,CUSR0000SEFK01,SEASONALLY ADJUSTED INDEX,2018,343.036,341.766,337.824,344.047,336.637,326.104,329.243,328.989,330.779,334.817,333.461,339.709
SEFK01,Apples,CUSR0000SEFK01,SEASONAL FACTOR,2014,97.159,98.227,97.738,97.661,100.34,103.869,105.437,107.693,102.81,96.504,96.334,95.677
SEFK01,Apples,CUSR0000SEFK01,SEASONAL FACTOR,2015,97.332,98.489,98.193,97.936,100.407,103.86,105.16,107.229,102.286,96.573,96.333,95.794
SEFK01,Apples,CUSR0000SEFK01,SEASONAL FACTOR,2016,97.538,98.751,98.553,98.246,100.365,103.622,104.714,106.774,102.035,96.819,96.44,96
SEFK01,Apples,CUSR0000SEFK01,SEASONAL FACTOR,2017,97.708,98.954,98.748,98.456,100.235,103.295,104.322,106.442,102.007,97.064,96.573,96.279
SEFK01,Apples,CUSR0000SEFK01,SEASONAL FACTOR,2018,97.817,99.001,98.824,98.56,100.146,102.934,104.062,106.26,102.133,97.294,96.661,96.445
SEFK01,Apples,CUSR0000SEFK01,UNADJUSTED INDEX,2014,322.629,336.685,337.646,341.063,356.433,372.547,378.009,375.37,353.742,327.909,323.326,316.514
SEFK01,Apples,CUSR0000SEFK01,UNADJUSTED INDEX,2015,324.679,326.073,319.216,317.223,324.199,336.155,338.823,338.884,336.417,324.475,328.974,334.632
SEFK01,Apples,CUSR0000SEFK01,UNADJUSTED INDEX,2016,342.928,351.675,354.489,350.451,353.376,368.339,369.524,373.911,351.022,330.634,333.401,337.515
SEFK01,Apples,CUSR0000SEFK01,UNADJUSTED INDEX,2017,330.947,332.585,335.68,335.668,343.596,350.374,360.305,371.283,365.599,342.805,336.546,328.631
SEFK01,Apples,CUSR0000SEFK01,UNADJUSTED INDEX,2018,335.546,338.35,333.852,339.091,337.13,335.673,342.615,349.585,337.834,325.758,322.325,327.632
SEFK03,Citrus fruits,CUSR0000SEFK03,SEASONALLY ADJUSTED INDEX,2014,227.312,232.566,245.504,253.463,253.964,236.553,233.504,234.81,235.947,239.69,236.538,234.726
SEFK03,Citrus fruits,CUSR0000SEFK03,SEASONALLY ADJUSTED INDEX,2015,233.78,232.466,229.36,231.467,232.68,230.393,233.315,235.983,235.076,237.356,239.584,238.013
SEFK03,Citrus fruits,CUSR0000SEFK03,SEASONALLY ADJUSTED INDEX,2016,235.035,233.895,237.172,238.653,241.893,244.011,240.697,239.729,245.299,242.637,241.287,242.197
SEFK03,Citrus fruits,CUSR0000SEFK03,SEASONALLY ADJUSTED INDEX,2017,248.015,248.054,245.011,244.146,241.708,250.532,252.937,249.525,251.559,258.048,266.042,261.712
SEFK03,Citrus fruits,CUSR0000SEFK03,SEASONALLY ADJUSTED INDEX,2018,263.22,266.166,267.141,267.554,265.424,264.464,265.489,269.848,265.524,258.903,268.935,274.139
SEFK03,Citrus fruits,CUSR0000SEFK03,SEASONAL FACTOR,2014,92.482,92.381,93.77,96.031,99.5,102.099,105.267,108.418,108.541,108.691,98.762,93.651
SEFK03,Citrus fruits,CUSR0000SEFK03,SEASONAL FACTOR,2015,92.523,92.52,93.945,96.254,99.896,102.455,105.267,107.475,108.018,108.645,98.694,93.757
SEFK03,Citrus fruits,CUSR0000SEFK03,SEASONAL FACTOR,2016,92.879,92.884,94.081,96.307,100.068,102.555,105.171,106.913,107.523,108.411,98.823,93.993
SEFK03,Citrus fruits,CUSR0000SEFK03,SEASONAL FACTOR,2017,93.183,93.184,94.197,96.375,100.105,102.638,104.96,106.6,107.178,108.094,98.814,94.294
SEFK03,Citrus fruits,CUSR0000SEFK03,SEASONAL FACTOR,2018,93.559,93.524,94.256,96.345,99.948,102.608,104.896,106.538,106.978,107.795,98.827,94.479
SEFK03,Citrus fruits,CUSR0000SEFK03,UNADJUSTED INDEX,2014,210.222,214.846,230.21,243.403,252.695,241.519,245.802,254.577,256.098,260.52,233.61,219.822
SEFK03,Citrus fruits,CUSR0000SEFK03,UNADJUSTED INDEX,2015,216.3,215.076,215.472,222.796,232.439,236.049,245.604,253.622,253.924,257.875,236.456,223.155
SEFK03,Citrus fruits,CUSR0000SEFK03,UNADJUSTED INDEX,2016,218.298,217.252,223.133,229.84,242.057,250.246,253.145,256.301,263.754,263.044,238.448,227.649
SEFK03,Citrus fruits,CUSR0000SEFK03,UNADJUSTED INDEX,2017,231.109,231.147,230.793,235.296,241.963,257.142,265.484,265.994,269.616,278.935,262.887,246.779
SEFK03,Citrus fruits,CUSR0000SEFK03,UNADJUSTED INDEX,2018,246.266,248.93,251.797,257.776,265.287,271.361,278.488,287.491,284.053,279.086,265.781,259.004
SEFK04,Other fresh fruits,CUSR0000SEFK04,SEASONALLY ADJUSTED INDEX,2014,116.273,117.258,120.989,121.45,121.256,122.066,122.904,118.948,122.564,122.812,120.053,121.724
SEFK04,Other fresh fruits,CUSR0000SEFK04,SEASONALLY ADJUSTED INDEX,2015,118.866,119.395,115.365,115.825,116.176,116.123,114.925,118.681,119.754,119.83,122.089,121.683
SEFK04,Other fresh fruits,CUSR0000SEFK04,SEASONALLY ADJUSTED INDEX,2016,122.928,128.163,122.048,119.759,119.1,117.399,117.642,119.472,118.332,119.82,122.06,117.812
SEFK04,Other fresh fruits,CUSR0000SEFK04,SEASONALLY ADJUSTED INDEX,2017,113.915,114.668,121.409,122.804,121.604,120.826,121.673,120.203,121.405,120.047,120.843,120.178
SEFK04,Other fresh fruits,CUSR0000SEFK04,SEASONALLY ADJUSTED INDEX,2018,121.274,119.455,117.72,119.306,118.569,123.916,124.754,119.846,119.294,116.812,114.908,114.827
SEFK04,Other fresh fruits,CUSR0000SEFK04,SEASONAL FACTOR,2014,106.826,104.931,102.31,103.049,104.008,94.31,90.717,90.394,94.018,99.926,103.168,106.393
SEFK04,Other fresh fruits,CUSR0000SEFK04,SEASONAL FACTOR,2015,107.027,105.169,102.206,102.919,103.309,93.843,90.854,90.75,94.852,100.284,102.979,105.884
SEFK04,Other fresh fruits,CUSR0000SEFK04,SEASONAL FACTOR,2016,107.133,105.289,101.9,102.823,102.697,93.686,91.197,91.209,95.679,100.428,102.729,105.209
SEFK04,Other fresh fruits,CUSR0000SEFK04,SEASONAL FACTOR,2017,107.199,105.155,101.646,102.884,102.342,93.717,91.587,91.621,96.271,100.454,102.406,104.695
SEFK04,Other fresh fruits,CUSR0000SEFK04,SEASONAL FACTOR,2018,107.096,105.012,101.487,102.943,102.225,93.929,91.969,91.787,96.565,100.354,102.255,104.293
SEFK04,Other fresh fruits,CUSR0000SEFK04,UNADJUSTED INDEX,2014,124.21,123.04,123.783,125.153,126.116,115.12,111.495,107.522,115.232,122.721,123.857,129.506
SEFK04,Other fresh fruits,CUSR0000SEFK04,UNADJUSTED INDEX,2015,127.218,125.566,117.91,119.206,120.02,108.974,104.413,107.703,113.589,120.17,125.727,128.843
